customer_id,contract_type_id,payment_type_id,internet_service_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type,contract_type,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn_month
6629-CZTTH,1,2,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Yes,55.7,55.7,Yes,DSL,"Mailed check",Month-to-month,1,Yes,2,55.7,55.7,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,No,Yes,2022-01-31
6818-DJXAA,1,1,2,Female,0,No,Yes,10,Yes,No,No,No,Yes,Yes,Yes,No,Yes,91.1,964.35,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,91.1,964.35,"2021-03-21 18:07:34",Yes,No,2,No,No,Yes,Yes,Yes,No,NULL
6876-ADESB,1,1,1,Male,0,No,Yes,1,Yes,No,No,No,Yes,No,No,No,No,48.95,48.95,Yes,DSL,"Electronic check",Month-to-month,1,No,1,48.95,48.95,"2021-12-21 18:07:34",Yes,No,1,No,No,Yes,No,No,No,2022-01-31
7892-POOKP,1,1,2,Female,0,Yes,No,28,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,104.8,3046.05,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,104.8,3046.05,"2019-09-21 18:07:34",Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,2022-01-31
7951-VRDVK,2,3,1,Female,0,No,No,36,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,85.85,3003.55,No,DSL,"Bank transfer (automatic)","One year",2,No,3,85.85,3003.55,"2019-01-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,NULL
8347-GDTMP,3,4,3,Female,0,Yes,No,64,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.45,1225.65,No,None,"Credit card (automatic)","Two year",3,No,4,19.45,1225.65,"2016-09-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
8751-EDEKA,1,4,2,Female,0,Yes,No,28,Yes,No,No,Yes,Yes,No,No,Yes,No,89.9,2433.5,No,"Fiber optic","Credit card (automatic)",Month-to-month,1,No,4,89.9,2433.5,"2019-09-21 18:07:34",Yes,No,2,No,Yes,Yes,No,No,Yes,NULL
8857-CUPFQ,3,2,3,Male,0,Yes,No,63,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.25,1237.65,No,None,"Mailed check","Two year",3,No,2,19.25,1237.65,"2016-10-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
8901-UPRHR,3,3,2,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.2,7711.45,No,"Fiber optic","Bank transfer (automatic)","Two year",3,Yes,3,109.2,7711.45,"2016-01-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,NULL
9060-HJJRW,2,4,1,Female,0,No,No,51,No,"No phone service",No,Yes,Yes,No,Yes,Yes,Yes,56.4,2928.5,No,DSL,"Credit card (automatic)","One year",2,Yes,4,56.4,2928.5,"2017-10-21 18:07:34",No,"No phone service",1,No,Yes,Yes,No,Yes,Yes,NULL
9133-AYJZG,1,4,2,Female,0,No,No,23,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,98.7,2249.1,No,"Fiber optic","Credit card (automatic)",Month-to-month,1,Yes,4,98.7,2249.1,"2020-02-21 18:07:34",Yes,Yes,2,No,Yes,No,No,Yes,Yes,NULL
9227-YBAXE,3,3,1,Female,0,Yes,Yes,65,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,82.5,5215.1,No,DSL,"Bank transfer (automatic)","Two year",3,Yes,3,82.5,5215.1,"2016-08-21 18:07:34",Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes,NULL
9330-DHBFL,2,2,1,Female,0,Yes,Yes,23,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,66.25,1533.8,No,DSL,"Mailed check","One year",2,Yes,2,66.25,1533.8,"2020-02-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,No,No,NULL
9565-FLVCG,3,2,1,Male,0,Yes,Yes,65,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,69.55,4459.15,No,DSL,"Mailed check","Two year",3,Yes,2,69.55,4459.15,"2016-08-21 18:07:34",Yes,Yes,1,Yes,Yes,No,No,No,Yes,NULL
9837-FWLCH,1,1,3,Male,0,Yes,Yes,12,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,19.2,239,No,None,"Electronic check",Month-to-month,1,Yes,1,19.2,239,"2021-01-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
1541-ETJZO,1,2,1,Male,0,No,No,1,Yes,Yes,No,No,Yes,Yes,No,No,No,62.05,62.05,Yes,DSL,"Mailed check",Month-to-month,1,No,2,62.05,62.05,"2021-12-21 18:07:34",Yes,Yes,1,No,No,Yes,Yes,No,No,2022-01-31
1699-HPSBG,2,1,1,Male,0,No,No,12,Yes,No,No,No,No,Yes,Yes,No,Yes,59.8,727.8,Yes,DSL,"Electronic check","One year",2,Yes,1,59.8,727.8,"2021-01-21 18:07:34",Yes,No,1,No,No,No,Yes,Yes,No,2022-01-31
2138-VFAPZ,3,2,3,Female,0,Yes,Yes,14,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,19.7,263.65,No,None,"Mailed check","Two year",3,Yes,2,19.7,263.65,"2020-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
2511-ALLCS,3,3,3,Female,0,Yes,Yes,35,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,24.3,821.6,No,None,"Bank transfer (automatic)","Two year",3,No,3,24.3,821.6,"2019-02-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
2865-TCHJW,1,1,2,Female,1,No,No,4,Yes,Yes,No,No,Yes,No,Yes,No,Yes,89.2,346.2,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,89.2,346.2,"2021-09-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,No,2022-01-31
3137-LUPIX,1,2,1,Female,0,No,No,4,Yes,Yes,No,No,No,Yes,Yes,No,Yes,64.4,253,No,DSL,"Mailed check",Month-to-month,1,Yes,2,64.4,253,"2021-09-21 18:07:34",Yes,Yes,1,No,No,No,Yes,Yes,No,NULL
3181-VTHOE,2,3,1,Male,0,Yes,No,70,No,"No phone service",No,Yes,Yes,Yes,No,Yes,Yes,51.05,3635.15,No,DSL,"Bank transfer (automatic)","One year",2,Yes,3,51.05,3635.15,"2016-03-21 18:07:34",No,"No phone service",1,No,Yes,Yes,Yes,No,Yes,NULL
3295-YVUSR,1,2,2,Male,1,No,No,2,Yes,Yes,No,No,No,No,No,No,Yes,72.6,154.3,No,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,72.6,154.3,"2021-11-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No,NULL
3518-PZXZQ,1,2,1,Female,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,Yes,55.3,55.3,No,DSL,"Mailed check",Month-to-month,1,Yes,2,55.3,55.3,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,Yes,No,NULL
3765-JXVKY,1,1,2,Female,0,No,No,1,Yes,No,No,Yes,No,No,No,No,Yes,74.7,74.7,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,74.7,74.7,"2021-12-21 18:07:34",Yes,No,2,No,Yes,No,No,No,No,2022-01-31
3795-GWTRD,3,4,1,Female,0,Yes,Yes,63,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,75.55,4707.85,No,DSL,"Credit card (automatic)","Two year",3,No,4,75.55,4707.85,"2016-10-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,NULL
3926-CUQZX,1,3,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,45.1,45.1,Yes,DSL,"Bank transfer (automatic)",Month-to-month,1,Yes,3,45.1,45.1,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,No,No,2022-01-31
4468-KAZHE,1,1,1,Female,1,Yes,No,20,Yes,No,No,Yes,No,No,No,Yes,Yes,60,1259.35,No,DSL,"Electronic check",Month-to-month,1,Yes,1,60,1259.35,"2020-05-21 18:07:34",Yes,No,1,No,Yes,No,No,No,Yes,NULL
4523-WXCEF,1,1,2,Female,0,Yes,No,59,Yes,Yes,No,Yes,No,No,Yes,Yes,No,101.1,6039.9,Yes,"Fiber optic","Electronic check",Month-to-month,1,No,1,101.1,6039.9,"2017-02-21 18:07:34",Yes,Yes,2,No,Yes,No,No,Yes,Yes,2022-01-31
4881-GQJTW,1,4,3,Male,0,No,No,14,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.6,300.4,No,None,"Credit card (automatic)",Month-to-month,1,No,4,19.6,300.4,"2020-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
4905-JEFDW,2,1,1,Male,0,No,No,11,No,"No phone service",No,No,Yes,No,Yes,No,Yes,41.6,470.6,Yes,DSL,"Electronic check","One year",2,Yes,1,41.6,470.6,"2021-02-21 18:07:34",No,"No phone service",1,No,No,Yes,No,Yes,No,2022-01-31
4992-LTJNE,3,3,1,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,No,No,No,No,No,55.3,3983.6,No,DSL,"Bank transfer (automatic)","Two year",3,No,3,55.3,3983.6,"2016-01-21 18:07:34",Yes,Yes,1,Yes,No,No,No,No,No,NULL
5084-OOVCJ,1,4,1,Female,0,Yes,Yes,17,Yes,No,Yes,No,No,Yes,No,No,Yes,55.35,920.5,No,DSL,"Credit card (automatic)",Month-to-month,1,Yes,4,55.35,920.5,"2020-08-21 18:07:34",Yes,No,1,Yes,No,No,Yes,No,No,NULL
5119-KEPFY,1,3,2,Male,0,Yes,No,36,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95,3440.25,No,"Fiber optic","Bank transfer (automatic)",Month-to-month,1,Yes,3,95,3440.25,"2019-01-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,Yes,NULL
5129-HHMZC,3,4,1,Female,0,Yes,No,43,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,86.45,3574.5,No,DSL,"Credit card (automatic)","Two year",3,No,4,86.45,3574.5,"2018-06-21 18:07:34",Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes,NULL
5380-XPJNZ,2,2,3,Female,0,No,No,38,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.05,678.2,No,None,"Mailed check","One year",2,No,2,20.05,678.2,"2018-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
5862-BRIXZ,3,3,1,Male,0,No,No,46,No,"No phone service",Yes,No,Yes,Yes,Yes,Yes,Yes,60.75,2893.4,No,DSL,"Bank transfer (automatic)","Two year",3,Yes,3,60.75,2893.4,"2018-03-21 18:07:34",No,"No phone service",1,Yes,No,Yes,Yes,Yes,Yes,NULL
6139-ZZRBQ,3,3,3,Male,1,No,No,64,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.05,1198.05,No,None,"Bank transfer (automatic)","Two year",3,Yes,3,20.05,1198.05,"2016-09-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
6439-GTPCA,1,1,2,Female,0,No,No,45,Yes,Yes,No,No,Yes,Yes,No,No,Yes,87.25,3941.7,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,87.25,3941.7,"2018-04-21 18:07:34",Yes,Yes,2,No,No,Yes,Yes,No,No,2022-01-31
6510-UPNKS,2,4,3,Female,0,No,No,23,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,24.8,615.35,No,None,"Credit card (automatic)","One year",2,No,4,24.8,615.35,"2020-02-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
6762-QVYJO,3,2,1,Female,0,Yes,Yes,58,No,"No phone service",Yes,No,Yes,Yes,Yes,Yes,No,59.75,3624.35,No,DSL,"Mailed check","Two year",3,No,2,59.75,3624.35,"2017-03-21 18:07:34",No,"No phone service",1,Yes,No,Yes,Yes,Yes,Yes,NULL
7065-YUNRY,1,2,1,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,45.3,45.3,Yes,DSL,"Mailed check",Month-to-month,1,Yes,2,45.3,45.3,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,No,No,2022-01-31
7180-PISOG,1,1,2,Male,0,Yes,Yes,1,Yes,Yes,No,No,No,No,No,No,Yes,74.5,74.5,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,74.5,74.5,"2021-12-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No,2022-01-31
7421-ZLUPA,1,2,1,Female,0,No,No,8,No,"No phone service",No,Yes,No,No,No,No,Yes,29.25,226.95,No,DSL,"Mailed check",Month-to-month,1,Yes,2,29.25,226.95,"2021-05-21 18:07:34",No,"No phone service",1,No,Yes,No,No,No,No,NULL
7841-FCRQD,2,4,1,Female,0,Yes,No,33,Yes,No,No,Yes,No,Yes,No,No,Yes,53.75,1857.3,No,DSL,"Credit card (automatic)","One year",2,Yes,4,53.75,1857.3,"2019-04-21 18:07:34",Yes,No,1,No,Yes,No,Yes,No,No,NULL
8380-MQINP,3,2,3,Female,0,Yes,Yes,55,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.3,1079.05,No,None,"Mailed check","Two year",3,No,2,20.3,1079.05,"2017-06-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
8565-HBFNN,2,4,2,Male,0,Yes,No,69,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,107.2,7317.1,No,"Fiber optic","Credit card (automatic)","One year",2,Yes,4,107.2,7317.1,"2016-04-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes,NULL
8734-DKSTZ,1,1,2,Female,0,Yes,Yes,10,Yes,Yes,No,No,No,No,No,Yes,No,85.95,858.6,No,"Fiber optic","Electronic check",Month-to-month,1,No,1,85.95,858.6,"2021-03-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes,NULL
8910-ICHIU,2,4,2,Female,0,No,No,46,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,95.65,4664.2,No,"Fiber optic","Credit card (automatic)","One year",2,Yes,4,95.65,4664.2,"2018-03-21 18:07:34",Yes,No,2,Yes,Yes,Yes,No,Yes,No,NULL
9031-ZVQPT,3,1,2,Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.2,7840.6,No,"Fiber optic","Electronic check","Two year",3,Yes,1,108.2,7840.6,"2016-01-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,NULL
9256-JTBNZ,1,3,3,Female,0,No,No,11,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.3,246.3,No,None,"Bank transfer (automatic)",Month-to-month,1,No,3,20.3,246.3,"2021-02-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
9692-TUSXH,1,1,2,Female,0,No,No,18,Yes,No,Yes,No,No,No,Yes,Yes,Yes,96.05,1740.7,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,96.05,1740.7,"2020-07-21 18:07:34",Yes,No,2,Yes,No,No,No,Yes,Yes,2022-01-31
9932-WBWIK,1,2,3,Male,0,No,No,11,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.35,215.25,No,None,"Mailed check",Month-to-month,1,No,2,20.35,215.25,"2021-02-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
1022-RKXDR,2,2,3,Female,0,No,No,41,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,24.85,962.25,No,None,"Mailed check","One year",2,Yes,2,24.85,962.25,"2018-08-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
1766-GKNMI,1,1,2,Male,0,No,No,29,Yes,Yes,No,No,No,No,No,Yes,Yes,84.9,2516.2,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,84.9,2516.2,"2019-08-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes,NULL
1905-OEILC,1,2,3,Female,0,No,No,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.5,19.5,No,None,"Mailed check",Month-to-month,1,No,2,19.5,19.5,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
2100-BDNSN,1,3,1,Female,0,Yes,No,5,Yes,Yes,No,No,Yes,Yes,Yes,No,No,67.95,350.3,Yes,DSL,"Bank transfer (automatic)",Month-to-month,1,No,3,67.95,350.3,"2021-08-21 18:07:34",Yes,Yes,1,No,No,Yes,Yes,Yes,No,2022-01-31
2107-FBPTK,1,1,2,Female,1,No,No,30,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.1,3121.1,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,104.1,3121.1,"2019-07-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,NULL
2202-CUYXZ,1,1,2,Male,0,No,No,1,Yes,No,No,No,Yes,No,Yes,No,Yes,84.85,84.85,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,84.85,84.85,"2021-12-21 18:07:34",Yes,No,2,No,No,Yes,No,Yes,No,2022-01-31
2252-ISRNH,2,1,2,Male,0,Yes,Yes,9,Yes,Yes,No,No,Yes,No,Yes,No,Yes,90.35,767.9,No,"Fiber optic","Electronic check","One year",2,Yes,1,90.35,767.9,"2021-04-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,No,NULL
2322-VCZHZ,1,1,2,Male,1,Yes,No,23,Yes,No,Yes,Yes,No,No,No,Yes,Yes,90,2024.1,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,90,2024.1,"2020-02-21 18:07:34",Yes,No,2,Yes,Yes,No,No,No,Yes,NULL
2397-BRLOM,1,4,2,Male,1,Yes,Yes,8,Yes,No,No,No,No,No,Yes,No,Yes,80.45,583.45,Yes,"Fiber optic","Credit card (automatic)",Month-to-month,1,Yes,4,80.45,583.45,"2021-05-21 18:07:34",Yes,No,2,No,No,No,No,Yes,No,2022-01-31
2580-ATZSQ,2,3,1,Female,0,Yes,Yes,65,Yes,No,Yes,Yes,Yes,No,No,No,No,61.35,3874.1,No,DSL,"Bank transfer (automatic)","One year",2,No,3,61.35,3874.1,"2016-08-21 18:07:34",Yes,No,1,Yes,Yes,Yes,No,No,No,NULL
2592-HODOV,2,4,3,Male,0,No,No,13,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.3,259.65,No,None,"Credit card (automatic)","One year",2,No,4,19.3,259.65,"2020-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
2675-OTVVJ,1,1,2,Male,1,Yes,No,31,Yes,Yes,Yes,No,No,No,Yes,No,No,89.45,2807.65,No,"Fiber optic","Electronic check",Month-to-month,1,No,1,89.45,2807.65,"2019-06-21 18:07:34",Yes,Yes,2,Yes,No,No,No,Yes,No,NULL
2812-REYAT,2,3,3,Female,0,Yes,No,49,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.05,923.1,No,None,"Bank transfer (automatic)","One year",2,Yes,3,20.05,923.1,"2017-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
3131-NWVFJ,2,2,3,Female,0,Yes,Yes,14,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.55,294.5,No,None,"Mailed check","One year",2,No,2,19.55,294.5,"2020-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
3470-BTGQO,1,2,1,Male,0,No,Yes,21,Yes,No,No,No,No,No,No,No,No,45.65,985.05,No,DSL,"Mailed check",Month-to-month,1,No,2,45.65,985.05,"2020-04-21 18:07:34",Yes,No,1,No,No,No,No,No,No,NULL
3720-DBRWL,3,4,1,Male,0,Yes,No,51,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,83.85,4307.1,No,DSL,"Credit card (automatic)","Two year",3,Yes,4,83.85,4307.1,"2017-10-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,NULL
3904-UKFRE,1,1,2,Male,0,No,No,4,Yes,Yes,Yes,No,No,No,No,No,Yes,80.1,336.15,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,80.1,336.15,"2021-09-21 18:07:34",Yes,Yes,2,Yes,No,No,No,No,No,NULL
4295-YURET,3,4,1,Female,1,Yes,Yes,56,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,72.6,4084.35,No,DSL,"Credit card (automatic)","Two year",3,Yes,4,72.6,4084.35,"2017-05-21 18:07:34",Yes,No,1,Yes,No,No,Yes,Yes,Yes,NULL
4927-WWOOZ,1,1,2,Male,0,Yes,No,2,Yes,Yes,No,No,Yes,No,Yes,No,Yes,91.45,171.45,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,91.45,171.45,"2021-11-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,No,NULL
5035-BVCXS,1,2,2,Male,0,No,No,11,Yes,No,No,Yes,No,No,No,No,Yes,75.9,866.4,No,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,75.9,866.4,"2021-02-21 18:07:34",Yes,No,2,No,Yes,No,No,No,No,NULL
5310-NOOVA,3,1,3,Male,0,No,No,46,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.95,907.05,No,None,"Electronic check","Two year",3,No,1,19.95,907.05,"2018-03-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
5383-MMTWC,1,1,2,Female,1,Yes,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,84,613.4,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,84,613.4,"2021-05-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes,2022-01-31
5438-QMDDL,1,2,1,Female,0,Yes,No,19,Yes,No,No,Yes,No,No,No,Yes,Yes,59.8,1130.85,No,DSL,"Mailed check",Month-to-month,1,Yes,2,59.8,1130.85,"2020-06-21 18:07:34",Yes,No,1,No,Yes,No,No,No,Yes,NULL
5701-YVSVF,1,1,2,Female,1,Yes,No,11,Yes,No,No,No,No,Yes,Yes,No,Yes,82.9,880.05,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,82.9,880.05,"2021-02-21 18:07:34",Yes,No,2,No,No,No,Yes,Yes,No,NULL
5829-NVSQN,2,3,1,Female,0,Yes,No,23,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,68.75,1689.45,No,DSL,"Bank transfer (automatic)","One year",2,Yes,3,68.75,1689.45,"2020-02-21 18:07:34",Yes,No,1,Yes,No,Yes,Yes,No,Yes,NULL
5949-EBSQK,1,4,1,Male,0,Yes,Yes,4,Yes,No,No,No,No,Yes,No,Yes,No,61.45,229.55,Yes,DSL,"Credit card (automatic)",Month-to-month,1,No,4,61.45,229.55,"2021-09-21 18:07:34",Yes,No,1,No,No,No,Yes,No,Yes,2022-01-31
6060-DRTNL,1,2,2,Female,1,No,No,5,Yes,No,No,No,Yes,No,Yes,No,Yes,84.85,415.55,Yes,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,84.85,415.55,"2021-08-21 18:07:34",Yes,No,2,No,No,Yes,No,Yes,No,2022-01-31
6295-OSINB,3,1,2,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,109.65,7880.25,No,"Fiber optic","Electronic check","Two year",3,Yes,1,109.65,7880.25,"2016-01-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,NULL
6416-TVAIH,1,1,2,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,68.5,68.5,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,68.5,68.5,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No,2022-01-31
6479-VDGRK,3,3,1,Female,0,Yes,Yes,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,85.3,6129.2,No,DSL,"Bank transfer (automatic)","Two year",3,No,3,85.3,6129.2,"2016-01-21 18:07:34",Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,NULL
6507-ZJSUR,1,1,2,Male,1,Yes,No,23,Yes,No,No,No,No,No,Yes,Yes,Yes,90.45,2117.25,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,90.45,2117.25,"2020-02-21 18:07:34",Yes,No,2,No,No,No,No,Yes,Yes,NULL
7074-STDCN,1,1,1,Male,0,No,No,39,No,"No phone service",No,No,No,Yes,No,Yes,Yes,40.6,1494.5,No,DSL,"Electronic check",Month-to-month,1,Yes,1,40.6,1494.5,"2018-10-21 18:07:34",No,"No phone service",1,No,No,No,Yes,No,Yes,NULL
7140-ADSMJ,1,4,3,Male,0,No,No,8,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.45,162.3,No,None,"Credit card (automatic)",Month-to-month,1,Yes,4,20.45,162.3,"2021-05-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
7530-HDYDS,1,4,2,Female,0,No,No,38,Yes,No,No,Yes,Yes,Yes,No,No,Yes,84.25,3264.5,Yes,"Fiber optic","Credit card (automatic)",Month-to-month,1,Yes,4,84.25,3264.5,"2018-11-21 18:07:34",Yes,No,2,No,Yes,Yes,Yes,No,No,2022-01-31
7811-JIVPF,1,4,1,Female,0,No,No,23,Yes,No,No,No,Yes,No,No,No,No,49.7,1081.25,No,DSL,"Credit card (automatic)",Month-to-month,1,No,4,49.7,1081.25,"2020-02-21 18:07:34",Yes,No,1,No,No,Yes,No,No,No,NULL
8016-NCFVO,1,1,2,Male,1,No,No,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.5,6382.55,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,116.5,6382.55,"2017-06-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,NULL
8191-XWSZG,2,2,3,Female,0,No,No,52,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.65,1022.95,No,None,"Mailed check","One year",2,No,2,20.65,1022.95,"2017-09-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
